"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order","practice_rating","sentence_num","rating","Experiment"
"1115","You drop a keyboard on the bed <br> T&uacute tiras un teclado a la cama","{""Q0"":3}","trial","39224","survey-likert","31","55549","0.0-5.0-0.16","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","36","3",""
"1104","You see how a hairdresser is taking scissors <br> T&uacute ves como una peluquera est&aacute agarrando las tijeras","{""Q0"":3}","trial","39224","survey-likert","32","56657","0.0-5.0-0.17","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","60","3",""
"941","You drop a bowling ball on a mirror <br> T&uacute tiras una bola de boliche a un espejo","{""Q0"":2}","trial","39224","survey-likert","33","57603","0.0-5.0-0.18","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","15","2",""
"1467","You drop a watch on the laptop <br> T&uacute tiras un reloj al port&aacutetil","{""Q0"":4}","trial","39224","survey-likert","34","59075","0.0-5.0-0.19","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","37","4",""
"1370","You drop a bowling ball on an iPhone <br> T&uacute tiras una bola de boliche a un iPhone","{""Q0"":4}","trial","39224","survey-likert","35","60450","0.0-5.0-0.20","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","13","4",""
"973","You see how a man is boiling potatoes <br> T&uacute ves a un hombre est&aacute hirviendo papas","{""Q0"":3}","trial","39224","survey-likert","36","61428","0.0-5.0-0.21","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","46","3",""
"1243","You see how a boy is peeling a banana <br> T&uacute ves como un ni&ntildeo est&aacute pelando una banana","{""Q0"":4}","trial","39224","survey-likert","37","62677","0.0-5.0-0.22","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","30","4",""
"1099","You see how a mouse is eating cheese <br> T&uacute ves como el rat&oacuten est&aacute comiendo queso","{""Q0"":3}","trial","39224","survey-likert","38","63781","0.0-5.0-0.23","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","56","3",""
"1444","You see how a woman is taking money out of a wallet <br> T&uacute ves como una mujer est&aacute sacando dinero de su billetera","{""Q0"":2}","trial","39224","survey-likert","39","65231","0.0-5.0-0.24","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","44","2",""
"1282","You drop a bowling ball on a donut <br> T&uacute tiras una bola de boliche a una rosquilla","{""Q0"":3}","trial","39224","survey-likert","40","66523","0.0-5.0-0.25","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","17","3",""
"1150","You drop a bowling ball on a piece of cake <br> T&uacute tiras una bola de boliche a un trozo de pastel","{""Q0"":1}","trial","39224","survey-likert","41","67679","0.0-5.0-0.26","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","2","1",""
"1387","You drop a bowling ball on a piece of cake <br> T&uacute tiras una bola de boliche a un trozo de pastel","{""Q0"":""hi""}","low_rate","39224","survey-text","42","69076","0.0-5.0-1.26-0.26","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","2","",""
"1566","You see how a woman is paying with a debit card <br> T&uacute ves como una mujer est&aacute pagando con una tarjeta de d&eacutebito","{""Q0"":3}","trial","39224","survey-likert","43","70645","0.0-5.0-0.27","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","64","3",""
"2205","You drop a bowling ball on a rice cake <br> T&uacute tiras una bola de boliche a una tortita de arroz","{""Q0"":4}","trial","39224","survey-likert","44","72856","0.0-5.0-0.28","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","18","4",""
"1084","You drop a bowling ball on glasses <br> T&uacute tiras una bola de boliche a unas gafas","{""Q0"":3}","trial","39224","survey-likert","45","73945","0.0-5.0-0.29","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","9","3",""
"1555","You see how a man is playing with a cat <br> T&uacute ves como un hombre est&aacute jugando con un gato","{""Q0"":3}","trial","39224","survey-likert","46","75505","0.0-5.0-0.30","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","67","3",""
"1285","You drop a cushion on the magazine <br> T&uacute tiras un coj&iacuten a la revista","{""Q0"":3}","trial","39224","survey-likert","47","76795","0.0-5.0-0.31","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","38","3",""
"1234","You drop a bowling ball on a cracker <br> T&uacute tiras una bola de boliche a una galleta","{""Q0"":2}","trial","39224","survey-likert","48","78039","0.0-5.0-0.32","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","4","2",""
"1087","You see how a musician is playing a guitar <br> T&uacute ves como un m&uacutesico est&aacute tocando la guitarra","{""Q0"":3}","trial","39224","survey-likert","49","79131","0.0-5.0-0.33","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","27","3",""
"1268","You drop a bowling ball on a piece of sushi <br> T&uacute tiras una bola de boliche a un pedazo de sushi","{""Q0"":4}","trial","39224","survey-likert","50","80404","0.0-5.0-0.34","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","21","4",""
"1345","You see how a police officer is talking on the phone <br> T&uacute ves como un polic&iacutea est&aacute hablando por el tel&eacutefono","{""Q0"":3}","trial","39224","survey-likert","51","81755","0.0-5.0-0.35","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","62","3",""
"1626","You drop a towel on the TV <br> T&uacute tiras una toalla a la televisi&oacuten","{""Q0"":4}","trial","39224","survey-likert","52","83386","0.0-5.0-0.36","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","53","4",""
"1291","You see how a panda is resting on a tree <br> T&uacute ves como un panda est&aacute descansando en un &aacuterbol","{""Q0"":3}","trial","39224","survey-likert","53","84682","0.0-5.0-0.37","1","1","2022-11-29 19:10:41","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","57","3",""
